,Timestamp,BatteryVoltage,RPM,B1_S1_O2_Voltage,B1_S2_O2_Voltage,MAF,Intake_Pressure,Intake_Temp,Engine_Load
0,0.0,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
1,0.0,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
2,0.0,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
3,0.0,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
4,0.0,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
5,0.4506244659423828,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
6,0.4506244659423828,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
7,0.4506244659423828,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
8,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
9,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
10,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
11,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
12,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
13,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
14,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
15,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
16,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
17,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
18,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
19,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
20,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
21,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
22,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
23,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
24,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
25,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
26,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
27,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
28,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
29,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
30,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
31,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
32,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
33,0.4506244659423828,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
34,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
35,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
36,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
37,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
38,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
39,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
40,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
41,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
42,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
43,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
44,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
45,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
46,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
47,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
48,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
49,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
50,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
51,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
52,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
53,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
54,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
55,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
56,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
57,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
58,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
59,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
60,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
61,0.8989229202270508,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
62,1.3401210308074951,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
63,1.3401210308074951,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
64,1.3401210308074951,12.3,0.0,0.42,0.415,0,99.0,51.0,0.0
65,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
66,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
67,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
68,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
69,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
70,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
71,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
72,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
73,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
74,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
75,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
76,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
77,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
78,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
79,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
80,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
81,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
82,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
83,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
84,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
85,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
86,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
87,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
88,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
89,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
90,1.3401210308074951,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
91,1.788130760192871,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
92,1.788130760192871,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
93,1.788130760192871,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
94,1.788130760192871,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
95,1.788130760192871,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
96,1.788130760192871,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
97,1.788130760192871,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
98,1.788130760192871,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
99,1.788130760192871,12.3,0.0,0.42,0.42,0,99.0,51.0,0.0
